"Area","Line","Date","TrapName","TrapChecked","Triggered","Set","Species","Sex","Age","Duplicates","PestID","Bait","Latitude","Longitude","TrapType","TimeTaken","Oiled","Toxin","Comments"
"Birdsong Opanuku","Residence Line",2022-04-29,"HV342","Y","Y","Y","Rat","","",2,"PestID:176683","Unknown",-36.901432,174.596152,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-04-29,"HV342","Y","Y","Y","Rabbit","","",3,"PestID:176685","Unknown",-36.901432,174.596152,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-04-29,"HV342","Y","Y","Y","Rabbit","","",3,"PestID:176685","Unknown",-36.901432,174.596152,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-04-29,"MO18","Y","Y","Y","Rat","","",4,"PestID:176689","Unknown",-36.901248,174.572318,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-04-29,"MO18","Y","Y","Y","Rat","","",4,"PestID:176689","Unknown",-36.901248,174.572318,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-04-29,"MO18","Y","Y","Y","Rat","","",4,"PestID:176689","Unknown",-36.901248,174.572318,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-04-29,"OP92","Y","Y","Y","Possum","","",2,"PestID:176690","Unknown",-36.910541,174.56967,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-04-29,"OP174","Y","Y","Y","Rat","","",3,"PestID:176691","Unknown",-36.920469,174.563639,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-04-29,"OP174","Y","Y","Y","Rat","","",3,"PestID:176691","Unknown",-36.920469,174.563639,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-04-29,"OP174","Y","Y","Y","Possum","","",2,"PestID:176692","Unknown",-36.920469,174.563639,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-05-20,"HV405","Y","Y","Y","Rat","","",2,"PestID:176698","Unknown",-36.898842,174.583014,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-05-27,"CO54","Y","Y","Y","Possum","","",3,"PestID:176693","Unknown",-36.889326,174.579752,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-05-27,"CO54","Y","Y","Y","Possum","","",3,"PestID:176693","Unknown",-36.889326,174.579752,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-05-27,"CO54","Y","Y","Y","Rat","","",4,"PestID:176694","Unknown",-36.889326,174.579752,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-05-27,"CO54","Y","Y","Y","Rat","","",4,"PestID:176694","Unknown",-36.889326,174.579752,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-05-27,"CO54","Y","Y","Y","Rat","","",4,"PestID:176694","Unknown",-36.889326,174.579752,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-05-27,"HV407","Y","Y","Y","Hedgehog","","",5,"PestID:176695","Unknown",-36.898959,174.581895,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-05-27,"HV407","Y","Y","Y","Hedgehog","","",5,"PestID:176695","Unknown",-36.898959,174.581895,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-05-27,"HV407","Y","Y","Y","Hedgehog","","",5,"PestID:176695","Unknown",-36.898959,174.581895,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-05-27,"HV407","Y","Y","Y","Hedgehog","","",5,"PestID:176695","Unknown",-36.898959,174.581895,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-05-27,"OP92","Y","Y","Y","Possum","","",2,"PestID:176696","Unknown",-36.910541,174.56967,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-06-30,"CO54","Y","Y","Y","Rat","","",2,"PestID:179184","Unknown",-36.889326,174.579752,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-06-30,"HV405","Y","Y","Y","Rat","","",2,"PestID:179185","Unknown",-36.898842,174.583014,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-06-30,"HV411B","Y","Y","Y","Rat","","",2,"PestID:179187","Unknown",-36.900163,174.580078,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-06-30,"MO18","Y","Y","Y","Rat","","",2,"PestID:179188","Unknown",-36.901248,174.572318,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-07-28,"TU35","Y","Y","Y","Rat","","",2,"PestID:181226","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-07-29,"CO54","Y","Y","Y","Possum","","",2,"PestID:181127","Unknown",-36.889326,174.579752,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-07-29,"HV411B","Y","Y","Y","Rat","","",2,"PestID:181131","Unknown",-36.900163,174.580078,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-07-29,"OP174","Y","Y","Y","Rat","","",5,"PestID:181132","Unknown",-36.920469,174.563639,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-07-29,"OP174","Y","Y","Y","Rat","","",5,"PestID:181132","Unknown",-36.920469,174.563639,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-07-29,"OP174","Y","Y","Y","Rat","","",5,"PestID:181132","Unknown",-36.920469,174.563639,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-07-29,"OP174","Y","Y","Y","Rat","","",5,"PestID:181132","Unknown",-36.920469,174.563639,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-08-27,"MO30","Y","Y","Y","Rat","","",3,"PestID:182697","Unknown",-36.9005,174.57026,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-08-27,"MO30","Y","Y","Y","Rat","","",3,"PestID:182697","Unknown",-36.9005,174.57026,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-08-28,"GR31","Y","Y","Y","Rat","","",2,"PestID:182563","Unknown",-36.903883,174.578616,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-08-28,"GR31","Y","Y","Y","Possum","","",2,"PestID:182564","Unknown",-36.903883,174.578616,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-08-28,"HV342","Y","Y","Y","Rat","","",4,"PestID:182565","Unknown",-36.901432,174.596152,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-08-28,"HV342","Y","Y","Y","Rat","","",4,"PestID:182565","Unknown",-36.901432,174.596152,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-08-28,"HV342","Y","Y","Y","Rat","","",4,"PestID:182565","Unknown",-36.901432,174.596152,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-08-28,"MO29","Y","Y","Y","Mouse","","",5,"PestID:182569","Unknown",-36.899279,174.568408,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-08-28,"MO29","Y","Y","Y","Mouse","","",5,"PestID:182569","Unknown",-36.899279,174.568408,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-08-28,"MO29","Y","Y","Y","Mouse","","",5,"PestID:182569","Unknown",-36.899279,174.568408,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-08-28,"MO29","Y","Y","Y","Mouse","","",5,"PestID:182569","Unknown",-36.899279,174.568408,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-08-28,"OP174","Y","Y","Y","Rat","","",4,"PestID:182571","Unknown",-36.920469,174.563639,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-08-28,"OP174","Y","Y","Y","Rat","","",4,"PestID:182571","Unknown",-36.920469,174.563639,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-08-28,"OP174","Y","Y","Y","Rat","","",4,"PestID:182571","Unknown",-36.920469,174.563639,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-09-24,"MO29","Y","Y","Y","Rat","","",3,"PestID:184256","Unknown",-36.899279,174.568408,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-09-24,"MO29","Y","Y","Y","Rat","","",3,"PestID:184256","Unknown",-36.899279,174.568408,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-09-24,"MO30","Y","Y","Y","Rat","","",2,"PestID:184257","Unknown",-36.9005,174.57026,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-09-24,"OP120","Y","Y","Y","Rat","","",4,"PestID:184259","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-09-24,"OP120","Y","Y","Y","Rat","","",4,"PestID:184259","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-09-24,"OP120","Y","Y","Y","Rat","","",4,"PestID:184259","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-10-29,"CO54","Y","Y","Y","Possum","","",2,"PestID:185723","Unknown",-36.889326,174.579752,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-10-29,"MO29","Y","Y","Y","Rat","","",2,"PestID:185726","Unknown",-36.899279,174.568408,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-11-26,"HV342","Y","Y","Y","Possum","","",4,"PestID:187081","Unknown",-36.901432,174.596152,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-11-26,"HV342","Y","Y","Y","Possum","","",4,"PestID:187081","Unknown",-36.901432,174.596152,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-11-26,"HV342","Y","Y","Y","Possum","","",4,"PestID:187081","Unknown",-36.901432,174.596152,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-11-26,"HV342","Y","Y","Y","Rabbit","","",6,"PestID:187082","Unknown",-36.901432,174.596152,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-11-26,"HV342","Y","Y","Y","Rabbit","","",6,"PestID:187082","Unknown",-36.901432,174.596152,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-11-26,"HV342","Y","Y","Y","Rabbit","","",6,"PestID:187082","Unknown",-36.901432,174.596152,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-11-26,"HV342","Y","Y","Y","Rabbit","","",6,"PestID:187082","Unknown",-36.901432,174.596152,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-11-26,"HV342","Y","Y","Y","Rabbit","","",6,"PestID:187082","Unknown",-36.901432,174.596152,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-12-21,"CO54","Y","Y","Y","Possum","","",5,"PestID:189633","Unknown",-36.889326,174.579752,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-12-21,"CO54","Y","Y","Y","Possum","","",5,"PestID:189633","Unknown",-36.889326,174.579752,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-12-21,"CO54","Y","Y","Y","Possum","","",5,"PestID:189633","Unknown",-36.889326,174.579752,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-12-21,"CO54","Y","Y","Y","Possum","","",5,"PestID:189633","Unknown",-36.889326,174.579752,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-12-21,"GR36","Y","Y","Y","Rat","","",2,"PestID:189635","Unknown",-36.903942,174.579981,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-12-21,"GR36","Y","Y","Y","Possum","","",4,"PestID:189636","Unknown",-36.903942,174.579981,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-12-21,"GR36","Y","Y","Y","Possum","","",4,"PestID:189636","Unknown",-36.903942,174.579981,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-12-21,"GR36","Y","Y","Y","Possum","","",4,"PestID:189636","Unknown",-36.903942,174.579981,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-12-21,"HV405","Y","Y","Y","Rabbit","","",6,"PestID:189639","Unknown",-36.898842,174.583014,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-12-21,"HV405","Y","Y","Y","Rabbit","","",6,"PestID:189639","Unknown",-36.898842,174.583014,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-12-21,"HV405","Y","Y","Y","Rabbit","","",6,"PestID:189639","Unknown",-36.898842,174.583014,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-12-21,"HV405","Y","Y","Y","Rabbit","","",6,"PestID:189639","Unknown",-36.898842,174.583014,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-12-21,"HV405","Y","Y","Y","Rabbit","","",6,"PestID:189639","Unknown",-36.898842,174.583014,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-12-21,"MO15","Y","Y","Y","Possum","","",3,"PestID:189645","Unknown",-36.899466,174.572498,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-12-21,"MO15","Y","Y","Y","Possum","","",3,"PestID:189645","Unknown",-36.899466,174.572498,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-12-21,"MO16","Y","Y","Y","Hedgehog","","",3,"PestID:189647","Unknown",-36.901164,174.57271,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-12-21,"MO16","Y","Y","Y","Hedgehog","","",3,"PestID:189647","Unknown",-36.901164,174.57271,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-12-21,"OP68","Y","Y","Y","Rat","","",5,"PestID:189649","Unknown",-36.911637,174.567265,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-12-21,"OP68","Y","Y","Y","Rat","","",5,"PestID:189649","Unknown",-36.911637,174.567265,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-12-21,"OP68","Y","Y","Y","Rat","","",5,"PestID:189649","Unknown",-36.911637,174.567265,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-12-21,"OP68","Y","Y","Y","Rat","","",5,"PestID:189649","Unknown",-36.911637,174.567265,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-12-21,"OP120","Y","Y","Y","Rat","","",2,"PestID:189653","Unknown",-36.9170484,174.5671885,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-12-21,"TU35","Y","Y","Y","Rat","","",9,"PestID:189654","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-12-21,"TU35","Y","Y","Y","Rat","","",9,"PestID:189654","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-12-21,"TU35","Y","Y","Y","Rat","","",9,"PestID:189654","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-12-21,"TU35","Y","Y","Y","Rat","","",9,"PestID:189654","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-12-21,"TU35","Y","Y","Y","Rat","","",9,"PestID:189654","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-12-21,"TU35","Y","Y","Y","Rat","","",9,"PestID:189654","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-12-21,"TU35","Y","Y","Y","Rat","","",9,"PestID:189654","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2022-12-21,"TU35","Y","Y","Y","Rat","","",9,"PestID:189654","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-02-25,"HV342","Y","Y","Y","Possum","","",3,"PestID:192176","Unknown",-36.901432,174.596152,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-02-25,"HV342","Y","Y","Y","Possum","","",3,"PestID:192176","Unknown",-36.901432,174.596152,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-02-25,"HV409","Y","Y","Y","Rat","","",3,"PestID:192177","Unknown",-36.899249,174.581321,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-02-25,"HV409","Y","Y","Y","Rat","","",3,"PestID:192177","Unknown",-36.899249,174.581321,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-02-25,"OP68","Y","Y","Y","Rat","","",5,"PestID:192180","Unknown",-36.911637,174.567265,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-02-25,"OP68","Y","Y","Y","Rat","","",5,"PestID:192180","Unknown",-36.911637,174.567265,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-02-25,"OP68","Y","Y","Y","Rat","","",5,"PestID:192180","Unknown",-36.911637,174.567265,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-02-25,"OP68","Y","Y","Y","Rat","","",5,"PestID:192180","Unknown",-36.911637,174.567265,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-02-28,"HV417","Y","Y","Y","Possum","","",2,"PestID:192181","Unknown",-36.900748,174.577851,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-03-25,"CO54","Y","Y","Y","Possum","","",2,"PestID:194196","Unknown",-36.889326,174.579752,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-03-25,"HV342","Y","Y","Y","Possum","","",3,"PestID:194198","Unknown",-36.901432,174.596152,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-03-25,"HV342","Y","Y","Y","Possum","","",3,"PestID:194198","Unknown",-36.901432,174.596152,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-03-25,"HV407","Y","Y","Y","Hedgehog","","",2,"PestID:194199","Unknown",-36.898959,174.581895,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-03-25,"OP65","Y","Y","Y","Rat","","",2,"PestID:194201","Unknown",-36.911614,174.567197,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-03-25,"OP68","Y","Y","Y","Rat","","",4,"PestID:194202","Unknown",-36.911637,174.567265,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-03-25,"OP68","Y","Y","Y","Rat","","",4,"PestID:194202","Unknown",-36.911637,174.567265,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-03-25,"OP68","Y","Y","Y","Rat","","",4,"PestID:194202","Unknown",-36.911637,174.567265,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-03-25,"TU35","Y","Y","Y","Rat","","",5,"PestID:194203","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-03-25,"TU35","Y","Y","Y","Rat","","",5,"PestID:194203","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-03-25,"TU35","Y","Y","Y","Rat","","",5,"PestID:194203","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-03-25,"TU35","Y","Y","Y","Rat","","",5,"PestID:194203","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-04-29,"HV342","Y","Y","Y","Mouse","","",2,"PestID:195954","Unknown",-36.901432,174.596152,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-04-29,"HV407","Y","Y","Y","Hedgehog","","",2,"PestID:195957","Unknown",-36.898959,174.581895,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-04-29,"MO30","Y","Y","Y","Rat","","",3,"PestID:195959","Unknown",-36.9005,174.57026,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-04-29,"MO30","Y","Y","Y","Rat","","",3,"PestID:195959","Unknown",-36.9005,174.57026,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-05-27,"HV342","Y","Y","Y","Possum","","",2,"PestID:199629","Unknown",-36.901432,174.596152,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-05-27,"HV417","Y","Y","Y","Possum","","",2,"PestID:199632","Unknown",-36.900748,174.577851,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-05-27,"OP68","Y","Y","Y","Mouse","","",3,"PestID:199635","Unknown",-36.911637,174.567265,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-05-27,"OP68","Y","Y","Y","Mouse","","",3,"PestID:199635","Unknown",-36.911637,174.567265,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-05-27,"OP82","Y","Y","Y","Rat","","",2,"PestID:199636","Unknown",-36.908732,174.571167,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-05-27,"OP92","Y","Y","Y","Rat","","",5,"PestID:199637","Unknown",-36.910541,174.56967,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-05-27,"OP92","Y","Y","Y","Rat","","",5,"PestID:199637","Unknown",-36.910541,174.56967,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-05-27,"OP92","Y","Y","Y","Rat","","",5,"PestID:199637","Unknown",-36.910541,174.56967,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-05-27,"OP92","Y","Y","Y","Rat","","",5,"PestID:199637","Unknown",-36.910541,174.56967,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-05-27,"OP92","Y","Y","Y","Possum","","",2,"PestID:199638","Unknown",-36.910541,174.56967,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-05-27,"TU35","Y","Y","Y","Rat","","",7,"PestID:199639","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-05-27,"TU35","Y","Y","Y","Rat","","",7,"PestID:199639","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-05-27,"TU35","Y","Y","Y","Rat","","",7,"PestID:199639","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-05-27,"TU35","Y","Y","Y","Rat","","",7,"PestID:199639","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-05-27,"TU35","Y","Y","Y","Rat","","",7,"PestID:199639","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-05-27,"TU35","Y","Y","Y","Rat","","",7,"PestID:199639","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-05-27,"TU35","Y","Y","Y","Mouse","","",2,"PestID:199640","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-06-24,"MO18","Y","Y","Y","Rat","","",2,"PestID:201708","Unknown",-36.901248,174.572318,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-06-24,"OP65","Y","Y","Y","Rat","","",2,"PestID:201709","Unknown",-36.911614,174.567197,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-06-24,"TU35","Y","Y","Y","Rat","","",4,"PestID:201710","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-06-24,"TU35","Y","Y","Y","Rat","","",4,"PestID:201710","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-06-24,"TU35","Y","Y","Y","Rat","","",4,"PestID:201710","Unknown",-36.907816,174.544558,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-07-29,"MO18","Y","Y","Y","Rat","","",2,"PestID:203509","Unknown",-36.901248,174.572318,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-07-29,"MO30","Y","Y","Y","Rat","","",2,"PestID:203510","Unknown",-36.9005,174.57026,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-07-29,"OP63","Y","Y","Y","Rat","","",4,"PestID:203511","Unknown",-36.911099,174.567441,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-07-29,"OP63","Y","Y","Y","Rat","","",4,"PestID:203511","Unknown",-36.911099,174.567441,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-07-29,"OP63","Y","Y","Y","Rat","","",4,"PestID:203511","Unknown",-36.911099,174.567441,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-07-29,"OP65","Y","Y","Y","Rat","","",2,"PestID:203512","Unknown",-36.911614,174.567197,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-07-29,"OP82","Y","Y","Y","Rat","","",4,"PestID:203514","Unknown",-36.908732,174.571167,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-07-29,"OP82","Y","Y","Y","Rat","","",4,"PestID:203514","Unknown",-36.908732,174.571167,"Unknown","Unspecified",NA,NA,""""""
"Birdsong Opanuku","Residence Line",2023-07-29,"OP82","Y","Y","Y","Rat","","",4,"PestID:203514","Unknown",-36.908732,174.571167,"Unknown","Unspecified",NA,NA,""""""
